X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-48.552669,-27.596483,0,0,141,9.943295,2018/10/08 10:01:02+00,,,,,,,,,,,,,,,,,,,,,
-48.552599,-27.596502,0,0,142,9.907864,2018/10/08 10:01:03+00,,,,,,,,,,,,,,,,,,,,,
-48.552571,-27.596508,0,0,143,9.81744,2018/10/08 10:01:04+00,,,,,,,,,,,,,,,,,,,,,
-48.552543,-27.596505,0,0,144,9.807705,2018/10/08 10:01:06+00,,,,,,,,,,,,,,,,,,,,,
-48.552521,-27.596488,0,0,145,10.068081,2018/10/08 10:01:08+00,,,,,,,,,,,,,,,,,,,,,
-48.55252,-27.596455,0,0,146,10.370876,2018/10/08 10:01:10+00,,,,,,,,,,,,,,,,,,,,,
-48.552523,-27.596437,0,0,147,10.333553,2018/10/08 10:01:11+00,,,,,,,,,,,,,,,,,,,,,
-48.552529,-27.596416,0,0,148,10.536739,2018/10/08 10:01:12+00,,,,,,,,,,,,,,,,,,,,,
-48.552533,-27.596396,0,0,149,10.637814,2018/10/08 10:01:13+00,,,,,,,,,,,,,,,,,,,,,
-48.552529,-27.596371,0,0,150,10.731075,2018/10/08 10:01:15+00,,,,,,,,,,,,,,,,,,,,,
-48.552508,-27.596361,0,0,151,10.847164,2018/10/08 10:01:17+00,,,,,,,,,,,,,,,,,,,,,
-48.552479,-27.596363,0,0,152,11.088589,2018/10/08 10:01:19+00,,,,,,,,,,,,,,,,,,,,,
-48.552448,-27.596361,0,0,153,11.311794,2018/10/08 10:01:21+00,,,,,,,,,,,,,,,,,,,,,
-48.55242,-27.596345,0,0,154,11.405026,2018/10/08 10:01:23+00,,,,,,,,,,,,,,,,,,,,,
-48.552394,-27.596336,0,0,155,11.938625,2018/10/08 10:01:25+00,,,,,,,,,,,,,,,,,,,,,
-48.552364,-27.59633,0,0,156,12.695828,2018/10/08 10:01:28+00,,,,,,,,,,,,,,,,,,,,,
-48.552337,-27.59634,0,0,157,12.7355,2018/10/08 10:01:30+00,,,,,,,,,,,,,,,,,,,,,
-48.552317,-27.596365,0,0,158,12.738186,2018/10/08 10:01:32+00,,,,,,,,,,,,,,,,,,,,,
-48.552297,-27.596387,0,0,159,12.805508,2018/10/08 10:01:34+00,,,,,,,,,,,,,,,,,,,,,
-48.55227,-27.596401,0,0,160,12.794399,2018/10/08 10:01:36+00,,,,,,,,,,,,,,,,,,,,,
-48.552239,-27.596412,0,0,161,12.691372,2018/10/08 10:01:38+00,,,,,,,,,,,,,,,,,,,,,
-48.552204,-27.596422,0,0,162,12.44479,2018/10/08 10:01:40+00,,,,,,,,,,,,,,,,,,,,,
-48.552168,-27.596431,0,0,163,12.405667,2018/10/08 10:01:42+00,,,,,,,,,,,,,,,,,,,,,
-48.552138,-27.59644,0,0,164,12.208767,2018/10/08 10:01:44+00,,,,,,,,,,,,,,,,,,,,,
-48.552109,-27.596447,0,0,165,12.25137,2018/10/08 10:01:46+00,,,,,,,,,,,,,,,,,,,,,
-48.552082,-27.596455,0,0,166,12.044308,2018/10/08 10:01:48+00,,,,,,,,,,,,,,,,,,,,,
-48.552055,-27.59646,0,0,167,12.153713,2018/10/08 10:01:50+00,,,,,,,,,,,,,,,,,,,,,
-48.552026,-27.596472,0,0,168,12.07748,2018/10/08 10:01:52+00,,,,,,,,,,,,,,,,,,,,,
-48.551999,-27.596488,0,0,169,12.245876,2018/10/08 10:01:54+00,,,,,,,,,,,,,,,,,,,,,
-48.551971,-27.59651,0,0,170,12.293575,2018/10/08 10:01:56+00,,,,,,,,,,,,,,,,,,,,,
-48.551947,-27.59653,0,0,171,12.211178,2018/10/08 10:01:58+00,,,,,,,,,,,,,,,,,,,,,
-48.551924,-27.596548,0,0,172,12.483364,2018/10/08 10:02:00+00,,,,,,,,,,,,,,,,,,,,,
-48.551899,-27.596565,0,0,173,12.641384,2018/10/08 10:02:02+00,,,,,,,,,,,,,,,,,,,,,
-48.551871,-27.596587,0,0,174,12.492275,2018/10/08 10:02:04+00,,,,,,,,,,,,,,,,,,,,,
-48.551847,-27.596606,0,0,175,12.415127,2018/10/08 10:02:06+00,,,,,,,,,,,,,,,,,,,,,
-48.551817,-27.596627,0,0,176,12.495388,2018/10/08 10:02:08+00,,,,,,,,,,,,,,,,,,,,,
-48.551791,-27.596646,0,0,177,12.533901,2018/10/08 10:02:10+00,,,,,,,,,,,,,,,,,,,,,
-48.55177,-27.596665,0,0,178,12.859707,2018/10/08 10:02:12+00,,,,,,,,,,,,,,,,,,,,,
-48.551746,-27.596689,0,0,179,12.785854,2018/10/08 10:02:14+00,,,,,,,,,,,,,,,,,,,,,
-48.551725,-27.596704,0,0,180,12.00613,2018/10/08 10:02:16+00,,,,,,,,,,,,,,,,,,,,,
-48.551698,-27.596716,0,0,181,11.721523,2018/10/08 10:02:18+00,,,,,,,,,,,,,,,,,,,,,
-48.55168,-27.596727,0,0,182,11.645046,2018/10/08 10:02:19+00,,,,,,,,,,,,,,,,,,,,,
-48.551651,-27.596744,0,0,183,11.871731,2018/10/08 10:02:21+00,,,,,,,,,,,,,,,,,,,,,
-48.551627,-27.596746,0,0,184,11.875424,2018/10/08 10:02:23+00,,,,,,,,,,,,,,,,,,,,,
-48.551598,-27.59674,0,0,185,11.91177,2018/10/08 10:02:25+00,,,,,,,,,,,,,,,,,,,,,
-48.551562,-27.596752,0,0,186,12.181576,2018/10/08 10:02:27+00,,,,,,,,,,,,,,,,,,,,,
-48.551533,-27.596773,0,0,187,11.985439,2018/10/08 10:02:29+00,,,,,,,,,,,,,,,,,,,,,
-48.551506,-27.596792,0,0,188,11.662258,2018/10/08 10:02:31+00,,,,,,,,,,,,,,,,,,,,,
-48.551484,-27.596812,0,0,189,11.331936,2018/10/08 10:02:33+00,,,,,,,,,,,,,,,,,,,,,
-48.551461,-27.596832,0,0,190,11.419247,2018/10/08 10:02:35+00,,,,,,,,,,,,,,,,,,,,,
-48.551439,-27.596849,0,0,191,11.191799,2018/10/08 10:02:37+00,,,,,,,,,,,,,,,,,,,,,
-48.551416,-27.596867,0,0,192,11.231411,2018/10/08 10:02:39+00,,,,,,,,,,,,,,,,,,,,,
-48.551389,-27.596885,0,0,193,11.251736,2018/10/08 10:02:41+00,,,,,,,,,,,,,,,,,,,,,
-48.551361,-27.596899,0,0,194,11.183956,2018/10/08 10:02:43+00,,,,,,,,,,,,,,,,,,,,,
-48.551337,-27.596916,0,0,195,11.248837,2018/10/08 10:02:45+00,,,,,,,,,,,,,,,,,,,,,
-48.551311,-27.596936,0,0,196,11.297604,2018/10/08 10:02:47+00,,,,,,,,,,,,,,,,,,,,,
-48.551299,-27.596951,0,0,197,11.371578,2018/10/08 10:02:48+00,,,,,,,,,,,,,,,,,,,,,
-48.551286,-27.596967,0,0,198,11.435269,2018/10/08 10:02:49+00,,,,,,,,,,,,,,,,,,,,,
-48.551261,-27.596993,0,0,199,11.450161,2018/10/08 10:02:51+00,,,,,,,,,,,,,,,,,,,,,
-48.551232,-27.597007,0,0,200,11.638119,2018/10/08 10:02:53+00,,,,,,,,,,,,,,,,,,,,,
-48.551204,-27.597013,0,0,201,11.778927,2018/10/08 10:02:55+00,,,,,,,,,,,,,,,,,,,,,
-48.551175,-27.59702,0,0,202,11.703396,2018/10/08 10:02:57+00,,,,,,,,,,,,,,,,,,,,,
-48.551148,-27.597031,0,0,203,11.717373,2018/10/08 10:02:59+00,,,,,,,,,,,,,,,,,,,,,
-48.551119,-27.597043,0,0,204,11.796322,2018/10/08 10:03:01+00,,,,,,,,,,,,,,,,,,,,,
-48.551091,-27.597043,0,0,205,11.803677,2018/10/08 10:03:03+00,,,,,,,,,,,,,,,,,,,,,
-48.551067,-27.597038,0,0,206,12.069821,2018/10/08 10:03:05+00,,,,,,,,,,,,,,,,,,,,,
-48.551046,-27.597056,0,0,207,12.421536,2018/10/08 10:03:08+00,,,,,,,,,,,,,,,,,,,,,
-48.551027,-27.597077,0,0,208,12.669827,2018/10/08 10:03:10+00,,,,,,,,,,,,,,,,,,,,,
-48.551014,-27.597091,0,0,209,13.148037,2018/10/08 10:03:11+00,,,,,,,,,,,,,,,,,,,,,
-48.550995,-27.597109,0,0,210,13.101895,2018/10/08 10:03:14+00,,,,,,,,,,,,,,,,,,,,,
-48.550967,-27.597121,0,0,211,12.7897,2018/10/08 10:03:16+00,,,,,,,,,,,,,,,,,,,,,
-48.550937,-27.597142,0,0,212,12.759365,2018/10/08 10:03:18+00,,,,,,,,,,,,,,,,,,,,,
-48.550917,-27.597162,0,0,213,12.574429,2018/10/08 10:03:20+00,,,,,,,,,,,,,,,,,,,,,
-48.550902,-27.597175,0,0,214,11.876644,2018/10/08 10:03:22+00,,,,,,,,,,,,,,,,,,,,,
-48.55088,-27.597194,0,0,215,11.873196,2018/10/08 10:03:25+00,,,,,,,,,,,,,,,,,,,,,
-48.550862,-27.597202,0,0,216,11.99493,2018/10/08 10:03:26+00,,,,,,,,,,,,,,,,,,,,,
-48.55084,-27.59721,0,0,217,11.754299,2018/10/08 10:03:27+00,,,,,,,,,,,,,,,,,,,,,
-48.550815,-27.597227,0,0,218,11.779812,2018/10/08 10:03:29+00,,,,,,,,,,,,,,,,,,,,,
-48.550803,-27.597249,0,0,219,11.528744,2018/10/08 10:03:31+00,,,,,,,,,,,,,,,,,,,,,
-48.550793,-27.597269,0,0,220,11.554958,2018/10/08 10:03:32+00,,,,,,,,,,,,,,,,,,,,,
-48.550779,-27.597291,0,0,221,11.50613,2018/10/08 10:03:33+00,,,,,,,,,,,,,,,,,,,,,
-48.550768,-27.597307,0,0,222,11.490383,2018/10/08 10:03:34+00,,,,,,,,,,,,,,,,,,,,,
-48.550755,-27.597339,0,0,223,11.640713,2018/10/08 10:03:36+00,,,,,,,,,,,,,,,,,,,,,
-48.550738,-27.597361,0,0,224,11.518002,2018/10/08 10:03:38+00,,,,,,,,,,,,,,,,,,,,,
-48.550701,-27.597375,0,0,225,11.454403,2018/10/08 10:03:40+00,,,,,,,,,,,,,,,,,,,,,
-48.550667,-27.597391,0,0,226,11.256069,2018/10/08 10:03:42+00,,,,,,,,,,,,,,,,,,,,,
-48.550637,-27.597412,0,0,227,10.961758,2018/10/08 10:03:44+00,,,,,,,,,,,,,,,,,,,,,
-48.550603,-27.597431,0,0,228,10.815914,2018/10/08 10:03:46+00,,,,,,,,,,,,,,,,,,,,,
